timestamp,junction_id,vehicle_count,avg_speed,weather,signal_timing_sec,accident_flag,congestion_level
2024-01-01 14:15:00,J1,274.0,16.7,Fog,60.0,0,Severe
2024-01-01 14:30:00,J1,275.0,44.0,Fog,60.0,0,Severe
2024-01-01 14:45:00,J1,219.0,40.6,Storm,90.0,0,High
2024-01-01 15:00:00,J1,256.0,37.4,Clear,30.0,0,Severe
2024-01-01 15:15:00,J1,194.0,34.3,Rain,30.0,0,High
2024-01-01 15:30:00,J1,217.0,32.7,Clear,45.0,0,High
2024-01-01 15:45:00,J1,212.0,30.2,Clear,90.0,0,High
2024-01-01 16:00:00,J1,241.0,12.2,Clear,30.0,0,High
2024-01-01 16:15:00,J1,57.0,12.2,Cloudy,90.0,0,Moderate
2024-01-01 16:30:00,J1,57.0,53.2,Fog,30.0,0,Moderate
2024-01-01 16:45:00,J1,57.0,36.0,Clear,30.0,0,Moderate
2024-01-01 17:00:00,J1,256.0,47.6,Fog,30.0,0,Severe
2024-01-01 17:15:00,J1,192.0,27.0,Storm,90.0,0,High
2024-01-01 17:30:00,J1,45.0,24.3,Rain,60.0,0,Low
2024-01-01 17:45:00,J1,161.0,31.0,Storm,60.0,0,High
2024-01-01 18:00:00,J1,161.0,27.7,Storm,60.0,0,High
2024-01-01 18:15:00,J1,161.0,25.8,Cloudy,90.0,0,High
2024-01-01 18:30:00,J1,13.0,45.4,Rain,45.0,0,Low
2024-01-01 18:45:00,J1,133.0,61.3,Storm,45.0,0,Moderate
2024-01-01 19:00:00,J1,140.0,32.0,Storm,45.0,0,Moderate
2024-01-01 19:15:00,J1,67.0,32.0,Rain,90.0,0,Moderate
2024-01-01 19:30:00,J1,67.0,47.9,Rain,60.0,0,Moderate
2024-01-01 19:45:00,J1,85.0,22.8,Storm,45.0,0,Moderate
2024-01-01 20:00:00,J1,167.0,25.8,Rain,90.0,0,High
2024-01-01 20:15:00,J1,293.0,45.9,Storm,45.0,0,Severe
2024-01-01 20:30:00,J1,265.0,38.0,Storm,30.0,0,Severe
2024-01-01 20:45:00,J1,235.0,31.8,Cloudy,45.0,0,High
2024-01-01 21:00:00,J1,45.0,40.8,Clear,45.0,0,Low
2024-01-01 21:15:00,J1,32.0,35.1,Storm,60.0,0,Low
2024-01-01 21:30:00,J1,139.0,62.7,Fog,90.0,0,Moderate
2024-01-01 21:45:00,J1,205.0,31.9,Clear,60.0,0,High
2024-01-01 22:00:00,J1,272.0,29.0,Clear,60.0,0,Severe
2024-01-01 22:15:00,J1,37.0,34.5,Clear,60.0,0,Low
2024-01-01 22:30:00,J1,52.0,34.5,Cloudy,60.0,0,Moderate
2024-01-01 22:45:00,J1,66.0,47.1,Storm,60.0,0,Moderate
2024-01-01 23:00:00,J1,66.0,16.1,Cloudy,45.0,0,Moderate
2024-01-01 23:15:00,J1,297.0,45.1,Storm,60.0,0,Severe
2024-01-01 23:30:00,J1,103.0,33.5,Cloudy,60.0,0,Moderate
2024-01-01 23:45:00,J1,176.0,49.3,Cloudy,90.0,0,High
2024-01-02 00:00:00,J1,218.0,39.4,Fog,30.0,0,High
2024-01-02 00:15:00,J1,39.0,46.2,Cloudy,45.0,0,Low
2024-01-02 00:30:00,J1,231.0,35.3,Rain,45.0,0,High
2024-01-02 00:45:00,J1,105.0,35.3,Fog,45.0,0,Moderate
2024-01-02 01:00:00,J1,135.0,35.3,Cloudy,60.0,0,Moderate
2024-01-02 01:15:00,J1,261.0,35.3,Clear,60.0,0,Severe
2024-01-02 01:30:00,J1,9.0,38.7,Cloudy,60.0,0,Low
2024-01-02 01:45:00,J1,222.0,34.2,Cloudy,90.0,0,High
2024-01-02 02:00:00,J1,259.0,59.1,Rain,30.0,0,Severe
2024-01-02 02:15:00,J1,287.0,59.1,Fog,30.0,0,Severe
2024-01-02 02:30:00,J1,287.0,31.2,Cloudy,30.0,0,Severe
2024-01-02 02:45:00,J1,19.0,33.1,Cloudy,90.0,0,Low
2024-01-02 03:00:00,J1,46.0,38.4,Clear,45.0,0,Low
2024-01-02 03:15:00,J1,46.0,30.5,Cloudy,60.0,0,Low
2024-01-02 03:30:00,J1,67.0,35.6,Rain,30.0,0,Moderate
2024-01-02 03:45:00,J1,235.0,35.6,Clear,30.0,0,High
2024-01-02 04:00:00,J1,245.0,38.6,Fog,60.0,0,High
2024-01-02 04:15:00,J1,56.0,38.6,Cloudy,45.0,0,Moderate
2024-01-02 04:30:00,J1,100.0,36.2,Rain,45.0,0,Moderate
2024-01-02 04:45:00,J1,226.0,37.5,Clear,45.0,0,High
2024-01-02 05:00:00,J1,235.0,43.3,Fog,90.0,0,High
2024-01-02 05:15:00,J1,241.0,66.9,Fog,30.0,0,High
2024-01-02 05:30:00,J1,147.0,30.5,Clear,30.0,0,Moderate
2024-01-02 05:45:00,J1,175.0,63.1,Cloudy,30.0,0,High
2024-01-02 06:00:00,J1,33.0,25.8,Clear,90.0,0,Low
2024-01-02 06:15:00,J1,40.0,42.7,Rain,30.0,0,Low
2024-01-02 06:30:00,J1,17.0,35.9,Clear,90.0,0,Low
2024-01-02 06:45:00,J1,164.0,30.2,Fog,45.0,0,High
2024-01-02 07:15:00,J1,191.0,48.4,Clear,60.0,1,High
2024-01-02 07:30:00,J1,90.0,34.2,Storm,30.0,0,Moderate
2024-01-02 07:45:00,J1,288.0,14.9,Clear,45.0,0,Severe
2024-01-02 08:00:00,J1,70.0,35.0,Cloudy,60.0,0,Moderate
2024-01-02 08:15:00,J1,174.0,35.0,Cloudy,90.0,0,High
2024-01-02 08:30:00,J1,49.0,40.0,Fog,60.0,0,Low
2024-01-02 08:45:00,J1,66.0,49.1,Cloudy,45.0,0,Moderate
2024-01-02 09:00:00,J1,138.0,63.2,Cloudy,45.0,0,Moderate
2024-01-02 09:15:00,J1,288.0,45.0,Cloudy,60.0,0,Severe
2024-01-02 09:30:00,J1,32.0,46.8,Cloudy,90.0,0,Low
2024-01-02 09:45:00,J1,112.0,46.8,Rain,90.0,0,Moderate
2024-01-02 10:00:00,J1,48.0,54.1,Rain,90.0,0,Low
2024-01-02 10:15:00,J1,290.0,46.4,Fog,90.0,0,Severe
2024-01-02 10:30:00,J1,132.0,49.0,Clear,60.0,0,Moderate
2024-01-02 10:45:00,J1,235.0,61.7,Cloudy,45.0,0,High
2024-01-02 11:00:00,J1,235.0,42.7,Clear,30.0,0,High
2024-01-02 11:30:00,J1,229.0,36.7,Clear,30.0,0,High
2024-01-02 11:45:00,J1,125.0,53.6,Cloudy,90.0,0,Moderate
2024-01-02 12:00:00,J1,120.0,46.0,Cloudy,45.0,0,Moderate
2024-01-02 12:15:00,J1,237.0,52.7,Storm,90.0,0,High
2024-01-02 12:30:00,J1,263.0,32.0,Clear,45.0,0,Severe
2024-01-02 12:45:00,J1,202.0,29.6,Clear,60.0,0,High
2024-01-02 13:00:00,J1,141.0,33.5,Rain,90.0,0,Moderate
2024-01-02 13:30:00,J1,169.0,24.8,Storm,60.0,0,High
2024-01-02 13:45:00,J1,238.0,34.8,Rain,45.0,0,High
2024-01-02 14:00:00,J1,238.0,54.8,Rain,30.0,0,High
2024-01-02 14:15:00,J1,156.0,24.5,Fog,30.0,0,High
2024-01-02 14:30:00,J1,164.0,58.7,Fog,30.0,0,High
2024-01-02 14:45:00,J1,100.0,28.2,Rain,30.0,0,Moderate
2024-01-02 15:00:00,J1,237.0,25.1,Storm,30.0,0,High
2024-01-02 15:15:00,J1,184.0,30.1,Clear,30.0,1,High
2024-01-02 15:30:00,J1,117.0,63.4,Storm,45.0,0,Moderate
2024-01-02 15:45:00,J1,56.0,39.5,Cloudy,45.0,0,Moderate
2024-01-02 16:00:00,J1,272.0,46.4,Fog,60.0,0,Severe
2024-01-02 16:15:00,J1,299.0,37.8,Cloudy,90.0,1,Severe
2024-01-02 16:30:00,J1,117.0,38.9,Clear,90.0,0,Moderate
2024-01-02 16:45:00,J1,117.0,33.9,Cloudy,45.0,0,Moderate
2024-01-02 17:00:00,J1,117.0,40.6,Cloudy,60.0,0,Moderate
2024-01-02 17:15:00,J1,85.0,45.9,Rain,45.0,0,Moderate
2024-01-02 17:30:00,J1,191.0,60.1,Fog,45.0,0,High
2024-01-02 17:45:00,J1,117.0,17.5,Fog,45.0,0,Moderate
2024-01-02 18:00:00,J1,6.0,59.3,Cloudy,60.0,0,Low
2024-01-02 18:15:00,J1,134.0,46.3,Rain,90.0,0,Moderate
2024-01-02 18:30:00,J1,134.0,35.6,Rain,60.0,0,Moderate
2024-01-02 18:45:00,J1,58.0,33.4,Rain,30.0,0,Moderate
2024-01-02 19:00:00,J1,228.0,33.4,Rain,60.0,0,High
2024-01-02 19:15:00,J1,229.0,42.7,Fog,60.0,0,High
2024-01-02 19:30:00,J1,130.0,21.6,Fog,60.0,0,Moderate
2024-01-02 19:45:00,J1,134.0,44.4,Rain,60.0,0,Moderate
2024-01-02 20:00:00,J1,57.0,53.7,Storm,90.0,0,Moderate
2024-01-02 20:15:00,J1,176.0,50.3,Clear,30.0,0,High
2024-01-02 20:30:00,J1,222.0,32.5,Cloudy,90.0,0,High
2024-01-02 20:45:00,J1,222.0,23.9,Storm,90.0,0,High
2024-01-02 21:00:00,J1,202.0,36.1,Cloudy,60.0,0,High
2024-01-02 21:15:00,J1,251.0,79.0,Fog,45.0,0,Severe
2024-01-02 21:30:00,J1,207.0,21.5,Clear,45.0,0,High
2024-01-02 21:45:00,J1,188.0,21.5,Cloudy,90.0,0,High
2024-01-02 22:00:00,J1,127.0,44.7,Cloudy,90.0,0,Moderate
2024-01-02 22:15:00,J1,259.0,44.7,Storm,60.0,0,Severe
2024-01-02 22:30:00,J1,259.0,37.6,Rain,90.0,0,Severe
2024-01-02 22:45:00,J1,259.0,64.3,Clear,60.0,0,Severe
2024-01-02 23:00:00,J1,102.0,29.8,Rain,45.0,0,Moderate
2024-01-02 23:15:00,J1,202.0,39.8,Cloudy,45.0,0,High
2024-01-02 23:30:00,J1,244.0,42.4,Storm,30.0,0,High
2024-01-02 23:45:00,J1,244.0,30.3,Storm,30.0,0,High
2024-01-03 00:00:00,J1,101.0,22.7,Cloudy,90.0,0,Moderate
2024-01-03 00:15:00,J1,205.0,43.2,Rain,45.0,0,High
2024-01-03 00:30:00,J1,128.0,61.8,Cloudy,60.0,0,Moderate
2024-01-03 00:45:00,J1,191.0,44.9,Rain,45.0,0,High
2024-01-03 01:00:00,J1,263.0,41.1,Cloudy,30.0,0,Severe
2024-01-03 01:30:00,J1,152.0,41.0,Fog,45.0,0,High
2024-01-03 01:45:00,J1,152.0,54.2,Fog,60.0,0,High
2024-01-01 00:00:00,J2,152.0,61.2,Fog,60.0,0,High
2024-01-01 00:15:00,J2,152.0,27.6,Clear,60.0,0,High
2024-01-01 00:30:00,J2,140.0,31.5,Clear,60.0,0,Moderate
2024-01-01 00:45:00,J2,190.0,40.9,Cloudy,90.0,0,High
2024-01-01 01:00:00,J2,148.0,56.8,Clear,60.0,1,Moderate
2024-01-01 01:15:00,J2,76.0,40.7,Clear,30.0,0,Moderate
2024-01-01 01:30:00,J2,133.0,32.2,Clear,90.0,0,Moderate
2024-01-01 01:45:00,J2,265.0,39.3,Cloudy,60.0,0,Severe
2024-01-01 02:00:00,J2,7.0,39.3,Fog,90.0,0,Low
2024-01-01 02:15:00,J2,108.0,47.2,Fog,90.0,0,Moderate
2024-01-01 02:30:00,J2,228.0,31.5,Clear,60.0,0,High
2024-01-01 02:45:00,J2,14.0,33.9,Cloudy,30.0,0,Low
2024-01-01 03:00:00,J2,235.0,53.9,Fog,60.0,0,High
2024-01-01 03:15:00,J2,223.0,30.8,Fog,45.0,0,High
2024-01-01 03:30:00,J2,70.0,22.6,Fog,60.0,0,Moderate
2024-01-01 03:45:00,J2,116.0,41.1,Cloudy,90.0,0,Moderate
2024-01-01 04:00:00,J2,17.0,35.7,Cloudy,60.0,0,Low
2024-01-01 04:15:00,J2,90.0,46.1,Clear,30.0,0,Moderate
2024-01-01 04:30:00,J2,238.0,43.8,Storm,30.0,0,High
2024-01-01 04:45:00,J2,94.0,39.6,Fog,60.0,0,Moderate
2024-01-01 05:00:00,J2,94.0,39.6,Storm,60.0,0,Moderate
2024-01-01 05:15:00,J2,16.0,31.2,Cloudy,45.0,0,Low
2024-01-01 05:30:00,J2,213.0,41.0,Cloudy,45.0,0,High
2024-01-01 05:45:00,J2,213.0,41.0,Cloudy,45.0,0,High
2024-01-01 06:00:00,J2,213.0,28.3,Storm,30.0,0,High
2024-01-01 06:15:00,J2,24.0,28.3,Cloudy,90.0,1,Low
2024-01-01 06:30:00,J2,79.0,52.5,Clear,45.0,0,Moderate
2024-01-01 06:45:00,J2,247.0,46.1,Cloudy,60.0,0,High
2024-01-01 07:00:00,J2,227.0,55.7,Cloudy,30.0,0,High
2024-01-01 07:15:00,J2,74.0,33.2,Storm,60.0,0,Moderate
2024-01-01 07:30:00,J2,74.0,18.0,Cloudy,30.0,0,Moderate
2024-01-01 07:45:00,J2,105.0,42.4,Cloudy,90.0,0,Moderate
2024-01-01 08:00:00,J2,190.0,44.4,Clear,90.0,0,High
2024-01-01 08:15:00,J2,136.0,56.4,Fog,30.0,0,Moderate
2024-01-01 08:30:00,J2,115.0,54.3,Cloudy,30.0,0,Moderate
2024-01-01 08:45:00,J2,136.0,46.4,Clear,30.0,0,Moderate
2024-01-01 09:00:00,J2,24.0,46.4,Storm,30.0,0,Low
2024-01-01 09:15:00,J2,28.0,37.7,Rain,45.0,0,Low
2024-01-01 09:30:00,J2,231.0,37.7,Rain,60.0,0,High
2024-01-01 09:45:00,J2,158.0,41.4,Rain,60.0,0,High
2024-01-01 10:00:00,J2,297.0,51.8,Storm,90.0,0,Severe
2024-01-01 10:15:00,J2,234.0,51.8,Clear,60.0,0,High
2024-01-01 10:30:00,J2,206.0,50.0,Storm,30.0,0,High
2024-01-01 10:45:00,J2,42.0,34.9,Rain,45.0,0,Low
2024-01-01 11:00:00,J2,264.0,34.9,Cloudy,60.0,0,Severe
2024-01-01 11:15:00,J2,192.0,45.8,Fog,45.0,0,High
2024-01-01 11:30:00,J2,61.0,33.4,Storm,30.0,0,Moderate
2024-01-01 11:45:00,J2,24.0,33.8,Storm,60.0,0,Low
2024-01-01 12:00:00,J2,277.0,43.6,Clear,90.0,0,Severe
2024-01-01 12:15:00,J2,123.0,49.1,Clear,90.0,0,Moderate
2024-01-01 12:30:00,J2,123.0,37.6,Storm,30.0,0,Moderate
2024-01-01 12:45:00,J2,8.0,26.0,Rain,45.0,0,Low
2024-01-01 13:00:00,J2,225.0,31.2,Fog,60.0,0,High
2024-01-01 13:15:00,J2,18.0,42.4,Clear,60.0,0,Low
2024-01-01 13:30:00,J2,7.0,42.3,Cloudy,90.0,0,Low
2024-01-01 13:45:00,J2,220.0,42.9,Cloudy,30.0,0,High
2024-01-01 14:00:00,J2,233.0,46.3,Clear,30.0,0,High
2024-01-01 14:15:00,J2,190.0,40.1,Rain,90.0,0,High
2024-01-01 14:30:00,J2,59.0,43.2,Rain,90.0,0,Moderate
2024-01-01 14:45:00,J2,258.0,39.5,Fog,30.0,0,Severe
2024-01-01 15:00:00,J2,28.0,53.8,Fog,45.0,0,Low
2024-01-01 15:15:00,J2,166.0,57.2,Cloudy,45.0,0,High
2024-01-01 15:30:00,J2,162.0,25.7,Rain,45.0,0,High
2024-01-01 15:45:00,J2,86.0,36.9,Rain,45.0,0,Moderate
2024-01-01 16:00:00,J2,163.0,40.4,Fog,30.0,0,High
2024-01-01 16:15:00,J2,192.0,40.4,Clear,60.0,0,High
2024-01-01 16:30:00,J2,64.0,61.5,Clear,60.0,0,Moderate
2024-01-01 16:45:00,J2,215.0,42.7,Storm,45.0,0,High
2024-01-01 17:00:00,J2,215.0,30.3,Fog,90.0,0,High
2024-01-01 17:15:00,J2,113.0,47.2,Storm,90.0,0,Moderate
2024-01-01 17:30:00,J2,80.0,43.3,Fog,90.0,0,Moderate
2024-01-01 17:45:00,J2,34.0,43.7,Cloudy,90.0,0,Low
2024-01-01 18:00:00,J2,121.0,61.7,Rain,90.0,0,Moderate
2024-01-01 18:15:00,J2,196.0,44.2,Cloudy,45.0,0,High
2024-01-01 18:30:00,J2,23.0,36.4,Fog,60.0,1,Low
2024-01-01 18:45:00,J2,177.0,16.5,Rain,60.0,0,High
2024-01-01 19:00:00,J2,232.0,38.0,Clear,45.0,0,High
2024-01-01 19:15:00,J2,187.0,55.7,Clear,90.0,0,High
2024-01-01 19:30:00,J2,117.0,55.7,Storm,45.0,0,Moderate
2024-01-01 19:45:00,J2,187.0,55.7,Fog,60.0,0,High
2024-01-01 20:00:00,J2,150.0,34.0,Fog,30.0,0,High
2024-01-01 20:15:00,J2,120.0,34.0,Clear,45.0,0,Moderate
2024-01-01 20:30:00,J2,117.0,46.5,Cloudy,90.0,0,Moderate
2024-01-01 20:45:00,J2,255.0,29.9,Rain,90.0,0,Severe
2024-01-01 21:00:00,J2,255.0,33.2,Cloudy,60.0,0,Severe
2024-01-01 21:15:00,J2,122.0,35.1,Cloudy,60.0,1,Moderate
2024-01-01 21:30:00,J2,165.0,32.0,Clear,60.0,0,High
2024-01-01 21:45:00,J2,202.0,15.6,Clear,90.0,1,High
2024-01-01 22:00:00,J2,264.0,49.2,Clear,30.0,0,Severe
2024-01-01 22:15:00,J2,152.0,55.1,Cloudy,60.0,0,High
2024-01-01 22:30:00,J2,244.0,21.8,Cloudy,45.0,0,High
2024-01-01 22:45:00,J2,51.0,54.9,Fog,30.0,0,Moderate
2024-01-01 23:00:00,J2,202.0,38.8,Rain,60.0,0,High
2024-01-01 23:15:00,J2,51.0,54.7,Storm,30.0,0,Moderate
2024-01-01 23:30:00,J2,82.0,40.5,Fog,45.0,0,Moderate
2024-01-01 23:45:00,J2,128.0,41.6,Cloudy,60.0,1,Moderate
2024-01-02 00:00:00,J2,79.0,44.5,Clear,45.0,0,Moderate
2024-01-02 00:15:00,J2,141.0,30.5,Cloudy,90.0,0,Moderate
2024-01-02 00:45:00,J2,65.0,26.5,Storm,60.0,0,Moderate
2024-01-02 01:00:00,J2,142.0,35.2,Storm,60.0,0,Moderate
2024-01-02 01:15:00,J2,54.0,46.3,Cloudy,60.0,0,Moderate
2024-01-02 01:30:00,J2,263.0,33.9,Fog,90.0,0,Severe
2024-01-02 01:45:00,J2,111.0,49.3,Fog,60.0,0,Moderate
2024-01-02 02:00:00,J2,117.0,56.5,Cloudy,30.0,0,Moderate
2024-01-02 02:30:00,J2,258.0,52.2,Storm,60.0,0,Severe
2024-01-02 02:45:00,J2,202.0,41.5,Fog,60.0,0,High
2024-01-02 03:00:00,J2,55.0,52.3,Rain,30.0,0,Moderate
2024-01-02 03:30:00,J2,249.0,24.2,Fog,90.0,0,High
2024-01-02 03:45:00,J2,73.0,48.0,Storm,30.0,0,Moderate
2024-01-02 04:00:00,J2,53.0,25.5,Storm,30.0,0,Moderate
2024-01-02 04:15:00,J2,78.0,50.0,Clear,30.0,0,Moderate
2024-01-02 04:30:00,J2,196.0,43.3,Rain,30.0,0,High
2024-01-02 04:45:00,J2,196.0,47.8,Storm,30.0,0,High
2024-01-02 05:15:00,J2,94.0,41.8,Storm,90.0,0,Moderate
2024-01-02 05:30:00,J2,264.0,19.5,Cloudy,60.0,0,Severe
2024-01-02 05:45:00,J2,130.0,12.7,Clear,60.0,0,Moderate
2024-01-02 06:15:00,J2,299.0,53.2,Cloudy,60.0,0,Severe
2024-01-02 06:30:00,J2,133.0,43.0,Fog,60.0,0,Moderate
2024-01-02 06:45:00,J2,284.0,39.2,Cloudy,30.0,0,Severe
2024-01-02 07:00:00,J2,104.0,37.7,Rain,30.0,0,Moderate
2024-01-02 07:15:00,J2,186.0,28.7,Storm,60.0,0,High
2024-01-02 07:30:00,J2,186.0,37.3,Rain,45.0,0,High
2024-01-02 07:45:00,J2,186.0,45.1,Cloudy,30.0,0,High
2024-01-02 08:00:00,J2,61.0,34.8,Fog,60.0,0,Moderate
2024-01-02 08:15:00,J2,35.0,49.0,Fog,60.0,0,Low
2024-01-02 08:30:00,J2,88.0,42.4,Fog,90.0,0,Moderate
2024-01-02 08:45:00,J2,88.0,43.8,Fog,45.0,0,Moderate
2024-01-02 09:00:00,J2,40.0,50.7,Clear,90.0,0,Low
2024-01-02 09:15:00,J2,217.0,33.7,Clear,45.0,0,High
2024-01-02 09:30:00,J2,110.0,47.9,Cloudy,30.0,0,Moderate
2024-01-02 09:45:00,J2,224.0,35.4,Rain,45.0,0,High
2024-01-02 10:00:00,J2,167.0,44.1,Storm,60.0,0,High
2024-01-02 10:15:00,J2,224.0,32.3,Storm,60.0,0,High
2024-01-02 10:30:00,J2,274.0,29.1,Clear,45.0,0,Severe
2024-01-02 10:45:00,J2,274.0,41.1,Storm,45.0,0,Severe
2024-01-02 11:00:00,J2,186.0,17.4,Cloudy,45.0,0,High
2024-01-02 11:15:00,J2,110.0,36.4,Cloudy,45.0,0,Moderate
2024-01-02 11:30:00,J2,221.0,20.7,Rain,45.0,0,High
2024-01-02 11:45:00,J2,209.0,49.4,Cloudy,45.0,1,High
2024-01-02 12:00:00,J2,209.0,52.6,Fog,90.0,0,High
2024-01-02 12:15:00,J2,48.0,52.6,Fog,90.0,0,Low
2024-01-02 12:30:00,J2,232.0,45.1,Fog,45.0,0,High
2024-01-02 12:45:00,J2,188.0,45.1,Cloudy,30.0,0,High
2024-01-02 13:00:00,J2,111.0,50.8,Storm,90.0,0,Moderate
2024-01-02 13:15:00,J2,88.0,42.6,Rain,60.0,0,Moderate
2024-01-02 13:30:00,J2,254.0,48.8,Fog,90.0,1,Severe
2024-01-02 13:45:00,J2,254.0,48.8,Fog,45.0,0,Severe
2024-01-02 14:00:00,J2,200.0,48.8,Fog,30.0,0,High
2024-01-02 14:15:00,J2,182.0,34.4,Rain,45.0,0,High
2024-01-02 14:30:00,J2,11.0,31.2,Fog,60.0,0,Low
2024-01-02 14:45:00,J2,74.0,40.4,Rain,60.0,0,Moderate
2024-01-02 15:00:00,J2,131.0,44.2,Fog,60.0,0,Moderate
2024-01-02 15:15:00,J2,131.0,54.0,Cloudy,45.0,0,Moderate
2024-01-02 15:30:00,J2,252.0,43.2,Cloudy,90.0,0,Severe
2024-01-02 15:45:00,J2,207.0,47.7,Rain,45.0,0,High
2024-01-02 16:00:00,J2,152.0,47.8,Cloudy,30.0,0,High
2024-01-02 16:15:00,J2,147.0,47.8,Rain,90.0,0,Moderate
2024-01-02 16:30:00,J2,203.0,18.3,Cloudy,60.0,0,High
2024-01-02 16:45:00,J2,203.0,31.7,Cloudy,45.0,0,High
2024-01-02 17:00:00,J2,203.0,57.7,Rain,60.0,0,High
2024-01-02 17:15:00,J2,169.0,35.8,Storm,60.0,0,High
2024-01-02 17:30:00,J2,25.0,50.6,Cloudy,30.0,1,Low
2024-01-02 17:45:00,J2,86.0,42.8,Fog,90.0,0,Moderate
2024-01-02 18:00:00,J2,73.0,65.3,Storm,30.0,0,Moderate
2024-01-02 18:15:00,J2,135.0,26.6,Rain,30.0,0,Moderate
2024-01-02 18:30:00,J2,91.0,54.7,Storm,30.0,0,Moderate
2024-01-02 18:45:00,J2,222.0,61.0,Clear,60.0,0,High
2024-01-02 19:00:00,J2,165.0,61.0,Clear,30.0,0,High
2024-01-02 19:15:00,J2,182.0,49.4,Cloudy,30.0,0,High
2024-01-02 19:30:00,J2,121.0,28.4,Cloudy,90.0,0,Moderate
2024-01-02 19:45:00,J2,200.0,40.4,Fog,90.0,0,High
